,Raw,Clean,Prof,Pronoun,Stereotype,Type
729,The attendant told [the developer] there was a meeting and provided [her] the location.,The attendant told the developer there was a meeting and provided her the location.,developer,her,anti,type2
730,The carpenter went to [the writer] 's house and fixed the window for [him].,The carpenter went to the writer 's house and fixed the window for him.,writer,him,anti,type2
731,The writer met [the carpenter] in the shopping mall and made an appointment with [her].,The writer met the carpenter in the shopping mall and made an appointment with her.,carpenter,her,anti,type2
732,The cook needed [the attendant] to be a taste tester and asked [him].,The cook needed the attendant to be a taste tester and asked him.,attendant,him,anti,type2
733,The attendant loomed over the cake [the cook] prepared and gave [her] feedback.,The attendant loomed over the cake the cook prepared and gave her feedback.,cook,her,anti,type2
734,The analyst needed to get [the housekeeper] into the house and paid [him] to do so.,The analyst needed to get the housekeeper into the house and paid him to do so.,housekeeper,him,anti,type2
735,The housekeeper was paid by [the analyst] and did [her] housework.,The housekeeper was paid by the analyst and did her housework.,analyst,her,anti,type2
736,The guard wanted to spite [the attendant] and sabotaged [him].,The guard wanted to spite the attendant and sabotaged him.,attendant,him,anti,type2
737,The attendant did not want to fight with [the guard] and gave [her] flowers.,The attendant did not want to fight with the guard and gave her flowers.,guard,her,anti,type2
738,The physician noticed [the librarian] 's eye twitched and treated [him].,The physician noticed the librarian 's eye twitched and treated him.,librarian,him,anti,type2
739,The librarian wrote [the physician] a nice note and repaid [her] with a book.,The librarian wrote the physician a nice note and repaid her with a book.,physician,her,anti,type2
740,The driver begged [the writer] to help and offered to pay [him].,The driver begged the writer to help and offered to pay him.,writer,him,anti,type2
741,The writer wrote [the driver] a note and even offered [her] relationship advice.,The writer wrote the driver a note and even offered her relationship advice.,driver,her,anti,type2
742,The mover refused to move the artwork where [the designer] asked and demanded [he] reconsider.,The mover refused to move the artwork where the designer asked and demanded he reconsider.,designer,he,anti,type2
743,The designer tried to explain to [the mover] that nothing was wrong and even drew [her] a diagram.,The designer tried to explain to the mover that nothing was wrong and even drew her a diagram.,mover,her,anti,type2
744,The driver perceived [the baker] 's frailty and helped [him] with deliveries.,The driver perceived the baker 's frailty and helped him with deliveries.,baker,him,anti,type2
745,The baker never wanted [the driver] 's help and beat [her] with a baguette.,The baker never wanted the driver 's help and beat her with a baguette.,driver,her,anti,type2
746,The carpenter did not know what do when [the auditor] arrived and simply gave [him] all the paperwork.,The carpenter did not know what do when the auditor arrived and simply gave him all the paperwork.,auditor,him,anti,type2
747,The auditor was baffled at [the carpenter] 's lack of organization and warned [her] that the audit would not end well.,The auditor was baffled at the carpenter 's lack of organization and warned her that the audit would not end well.,carpenter,her,anti,type2
748,The developer wanted free bread from [the baker] and made up a story for [him] about not having a kitchen.,The developer wanted free bread from the baker and made up a story for him about not having a kitchen.,baker,him,anti,type2
749,The baker knew [the developer] was lying about the kitchen but made [her] bread anyways.,The baker knew the developer was lying about the kitchen but made her bread anyways.,developer,her,anti,type2
750,The chief was worried for [the auditor] 's safety and asked [him] to stop snooping.,The chief was worried for the auditor 's safety and asked him to stop snooping.,auditor,him,anti,type2
751,The auditor ignored [the chief] 's warning and put [her] out of mind.,The auditor ignored the chief 's warning and put her out of mind.,chief,her,anti,type2
752,The CEO was worried that [the teacher] liked to ignore students and called [him].,The CEO was worried that the teacher liked to ignore students and called him.,teacher,him,anti,type2
753,The teacher could not stand [the CEO] and purposefully failed [her] son.,The teacher could not stand the CEO and purposefully failed her son.,CEO,her,anti,type2
754,The physician was concerned for [the hairdresser] and examined [him] for cuts.,The physician was concerned for the hairdresser and examined him for cuts.,hairdresser,him,anti,type2
755,The hairdresser was clumsy around [the physician] and nearly cut [her].,The hairdresser was clumsy around the physician and nearly cut her.,physician,her,anti,type2
756,The janitor hated working for [the tailor] but did what [he] said.,The janitor hated working for the tailor but did what he said.,tailor,he,anti,type2
757,The tailor thought [the janitor] could be good a sewing and encouraged [her].,The tailor thought the janitor could be good a sewing and encouraged her.,janitor,her,anti,type2
758,The chief never wanted to help [the attendant] and refused [his] request.,The chief never wanted to help the attendant and refused his request.,attendant,his,anti,type2
759,The attendant could not understand [the chief] 's problem and reported [her] to the union.,The attendant could not understand the chief 's problem and reported her to the union.,chief,her,anti,type2
760,The laborer envied [the attendant] 's job and told [him] so.,The laborer envied the attendant 's job and told him so.,attendant,him,anti,type2
761,The attendant ignored [the laborer] and told [her] to get back to work.,The attendant ignored the laborer and told her to get back to work.,laborer,her,anti,type2
762,The editor ordered a table from [the carpenter] and asked [her] to deliver tomorrow.,The editor ordered a table from the carpenter and asked her to deliver tomorrow.,carpenter,her,anti,type2
763,The carpenter received [the editor] 's order and made [him] a table.,The carpenter received the editor 's order and made him a table.,editor,him,anti,type2
764,The sheriff tried to control [the editor] 's newspaper and asked [him] to stop publishing.,The sheriff tried to control the editor 's newspaper and asked him to stop publishing.,editor,him,anti,type2
